"","column_label","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","source"
"R-HSA-390450","MElightcyan","R-HSA-390450","Folding of actin by CCT/TriC","3/46","10/9232",1.35587885134145e-05,0.00540995661685237,0.00298293347295118,"10694/7203/10574",3,"Reactome"
"R-HSA-69481...733","MElightcyan","R-HSA-69481","G2/M Checkpoints","6/46","127/9232",3.59319187485588e-05,0.00711208899158782,0.00392145257681534,"10971/7531/472/5695/5702/5704",6,"Reactome"
"R-HSA-349425...734","MElightcyan","R-HSA-349425","Autodegradation of the E3 ubiquitin ligase COP1","4/46","49/9232",9.70253267649083e-05,0.00711208899158782,0.00392145257681534,"472/5695/5702/5704",4,"Reactome"
"R-HSA-5668541...735","MElightcyan","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","5/46","99/9232",0.000123951462954742,0.00711208899158782,0.00392145257681534,"51330/958/5695/5702/5704",5,"Reactome"
"R-HSA-450408...736","MElightcyan","R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","4/46","54/9232",0.000142212883475587,0.00711208899158782,0.00392145257681534,"3315/5695/5702/5704",4,"Reactome"
"R-HSA-69541...737","MElightcyan","R-HSA-69541","Stabilization of p53","4/46","54/9232",0.000142212883475587,0.00711208899158782,0.00392145257681534,"472/5695/5702/5704",4,"Reactome"
"R-HSA-109581...738","MElightcyan","R-HSA-109581","Apoptosis","6/46","169/9232",0.000175807098883117,0.00711208899158782,0.00392145257681534,"10971/8655/7531/5695/5702/5704",6,"Reactome"
"R-HSA-69620...739","MElightcyan","R-HSA-69620","Cell Cycle Checkpoints","7/46","248/9232",0.000202813470650804,0.00711208899158782,0.00392145257681534,"10971/8655/7531/472/5695/5702/5704",7,"Reactome"
"R-HSA-389960...740","MElightcyan","R-HSA-389960","Formation of tubulin folding intermediates by CCT/TriC","3/46","24/9232",0.000217775657548748,0.00711208899158782,0.00392145257681534,"10694/7203/10574",3,"Reactome"
"R-HSA-1234176...741","MElightcyan","R-HSA-1234176","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","4/46","62/9232",0.000243664538717003,0.00711208899158782,0.00392145257681534,"5695/7322/5702/5704",4,"Reactome"
"R-HSA-69563...742","MElightcyan","R-HSA-69563","p53-Dependent G1 DNA Damage Response","4/46","63/9232",0.000259240498922768,0.00711208899158782,0.00392145257681534,"472/5695/5702/5704",4,"Reactome"
"R-HSA-69580...743","MElightcyan","R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint","4/46","63/9232",0.000259240498922768,0.00711208899158782,0.00392145257681534,"472/5695/5702/5704",4,"Reactome"
"R-HSA-8852135...744","MElightcyan","R-HSA-8852135","Protein ubiquitination","4/46","63/9232",0.000259240498922768,0.00711208899158782,0.00392145257681534,"7328/65264/10670/7322",4,"Reactome"
"R-HSA-69615...745","MElightcyan","R-HSA-69615","G1/S DNA Damage Checkpoints","4/46","65/9232",0.000292522584119433,0.00711208899158782,0.00392145257681534,"472/5695/5702/5704",4,"Reactome"
"R-HSA-389957...746","MElightcyan","R-HSA-389957","Prefoldin mediated transfer of substrate  to CCT/TriC","3/46","27/9232",0.000311443290594615,0.00711208899158782,0.00392145257681534,"10694/7203/10574",3,"Reactome"
"R-HSA-6798695...747","MElightcyan","R-HSA-6798695","Neutrophil degranulation","9/46","452/9232",0.000325576499870311,0.00711208899158782,0.00392145257681534,"8655/84418/6727/10694/1938/1915/1315/5695/5702",9,"Reactome"
"R-HSA-72766...748","MElightcyan","R-HSA-72766","Translation","7/46","269/9232",0.000333474612310612,0.00711208899158782,0.00392145257681534,"8668/6727/1938/1915/8894/5464/6130",7,"Reactome"
"R-HSA-69275...749","MElightcyan","R-HSA-69275","G2/M Transition","6/46","191/9232",0.000341046948535818,0.00711208899158782,0.00392145257681534,"8655/7531/10540/5695/5702/5704",6,"Reactome"
"R-HSA-453274...750","MElightcyan","R-HSA-453274","Mitotic G2-G2/M phases","6/46","193/9232",0.000360643839582483,0.00711208899158782,0.00392145257681534,"8655/7531/10540/5695/5702/5704",6,"Reactome"
"R-HSA-162909...751","MElightcyan","R-HSA-162909","Host Interactions of HIV factors","5/46","125/9232",0.00036915095798264,0.00711208899158782,0.00392145257681534,"5901/4869/5695/5702/5704",5,"Reactome"
"R-HSA-5357801...752","MElightcyan","R-HSA-5357801","Programmed Cell Death","6/46","197/9232",0.000402486423965751,0.00711208899158782,0.00392145257681534,"10971/8655/7531/5695/5702/5704",6,"Reactome"
"R-HSA-1234174...753","MElightcyan","R-HSA-1234174","Cellular response to hypoxia","4/46","71/9232",0.000410756009804996,0.00711208899158782,0.00392145257681534,"5695/7322/5702/5704",4,"Reactome"
"R-HSA-114452","MElightcyan","R-HSA-114452","Activation of BH3-only proteins","3/46","30/9232",0.000427794826561673,0.00711208899158782,0.00392145257681534,"10971/8655/7531",3,"Reactome"
"R-HSA-8866652","MElightcyan","R-HSA-8866652","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","3/46","30/9232",0.000427794826561673,0.00711208899158782,0.00392145257681534,"7328/65264/7322",3,"Reactome"
"R-HSA-389958","MElightcyan","R-HSA-389958","Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding","3/46","31/9232",0.000471981658226742,0.0075328272652988,0.00415343859239533,"10694/7203/10574",3,"Reactome"
"R-HSA-5625740","MElightcyan","R-HSA-5625740","RHO GTPases activate PKNs","3/46","33/9232",0.000568908412267492,0.00873055601902805,0.00481384041149416,"10971/7531/4637",3,"Reactome"
"R-HSA-2871837...758","MElightcyan","R-HSA-2871837","FCERI mediated NF-kB activation","4/46","79/9232",0.000616997006084852,0.00911784464547614,0.00502738301254324,"5695/7322/5702/5704",4,"Reactome"
"R-HSA-6814122","MElightcyan","R-HSA-6814122","Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding","3/46","35/9232",0.000677721334617645,0.00965752901830144,0.00532495334342435,"10694/7203/10574",3,"Reactome"
"R-HSA-5687128...760","MElightcyan","R-HSA-5687128","MAPK6/MAPK4 signaling","4/46","83/9232",0.000743739095729405,0.010232824110208,0.00564215865725755,"3315/5695/5702/5704",4,"Reactome"
"R-HSA-8951664...761","MElightcyan","R-HSA-8951664","Neddylation","6/46","223/9232",0.000775517919589181,0.0103143883305361,0.00568713141032066,"9318/55827/5695/7322/5702/5704",6,"Reactome"
"R-HSA-450531...762","MElightcyan","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","4/46","86/9232",0.000850162891438039,0.0107356187387268,0.00591938877824537,"3315/5695/5702/5704",4,"Reactome"
"R-HSA-390471","MElightcyan","R-HSA-390471","Association of TriC/CCT with target proteins during biosynthesis","3/46","38/9232",0.000864450489118769,0.0107356187387268,0.00591938877824537,"10694/7203/10574",3,"Reactome"
"R-HSA-3371556...764","MElightcyan","R-HSA-3371556","Cellular response to heat stress","4/46","87/9232",0.000887908316736806,0.0107356187387268,0.00591938877824537,"7531/472/6767/1915",4,"Reactome"
"R-HSA-1236974...765","MElightcyan","R-HSA-1236974","ER-Phagosome pathway","4/46","88/9232",0.000926822249363321,0.0108765316910578,0.00599708514293913,"3135/5695/5702/5704",4,"Reactome"
"R-HSA-5619115...766","MElightcyan","R-HSA-5619115","Disorders of transmembrane transporters","5/46","160/9232",0.00113448133266335,0.0126307391472059,0.00696431732427393,"6566/6584/5695/5702/5704",5,"Reactome"
"R-HSA-202424...767","MElightcyan","R-HSA-202424","Downstream TCR signaling","4/46","93/9232",0.00113961556215392,0.0126307391472059,0.00696431732427393,"5695/7322/5702/5704",4,"Reactome"
"R-HSA-5607764...768","MElightcyan","R-HSA-5607764","CLEC7A (Dectin-1) signaling","4/46","98/9232",0.0013846052668934,0.0142333947680637,0.00784798709016042,"5695/7322/5702/5704",4,"Reactome"
"R-HSA-382556...769","MElightcyan","R-HSA-382556","ABC-family proteins mediated transport","4/46","99/9232",0.00143768542705924,0.0142333947680637,0.00784798709016042,"8894/5695/5702/5704",4,"Reactome"
"R-HSA-68886...770","MElightcyan","R-HSA-68886","M Phase","7/46","346/9232",0.00148244859944472,0.0142333947680637,0.00784798709016042,"8655/7531/10540/5901/5695/5702/5704",7,"Reactome"
"R-HSA-3371511","MElightcyan","R-HSA-3371511","HSF1 activation","2/46","12/9232",0.00155297882131097,0.0142333947680637,0.00784798709016042,"7531/1915",2,"Reactome"
"R-HSA-9755779","MElightcyan","R-HSA-9755779","SARS-CoV-2 targets host intracellular signalling and regulatory pathways","2/46","12/9232",0.00155297882131097,0.0142333947680637,0.00784798709016042,"10971/7531",2,"Reactome"
"R-HSA-3700989...773","MElightcyan","R-HSA-3700989","Transcriptional Regulation by TP53","7/46","350/9232",0.00158390769450437,0.0142333947680637,0.00784798709016042,"85456/10971/7531/472/3486/10670/4869",7,"Reactome"
"R-HSA-1236978...774","MElightcyan","R-HSA-1236978","Cross-presentation of soluble exogenous antigens (endosomes)","3/46","47/9232",0.00161034731097393,0.0142333947680637,0.00784798709016042,"5695/5702/5704",3,"Reactome"
"R-HSA-1236975...775","MElightcyan","R-HSA-1236975","Antigen processing-Cross presentation","4/46","103/9232",0.00166427415710725,0.0142333947680637,0.00784798709016042,"3135/5695/5702/5704",4,"Reactome"
"R-HSA-211733...776","MElightcyan","R-HSA-211733","Regulation of activated PAK-2p34 by proteasome mediated degradation","3/46","48/9232",0.00171174182701641,0.0142333947680637,0.00784798709016042,"5695/5702/5704",3,"Reactome"
"R-HSA-350562...777","MElightcyan","R-HSA-350562","Regulation of ornithine decarboxylase (ODC)","3/46","49/9232",0.0018170494248589,0.0142333947680637,0.00784798709016042,"5695/5702/5704",3,"Reactome"
"R-HSA-75035","MElightcyan","R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","2/46","13/9232",0.00182952443863884,0.0142333947680637,0.00784798709016042,"10971/7531",2,"Reactome"
"R-HSA-983169...779","MElightcyan","R-HSA-983169","Class I MHC mediated antigen processing & presentation","7/46","362/9232",0.00192127823882232,0.0142333947680637,0.00784798709016042,"7328/65264/3135/5695/7322/5702/5704",7,"Reactome"
"R-HSA-180534...780","MElightcyan","R-HSA-180534","Vpu mediated degradation of CD4","3/46","50/9232",0.00192632410394847,0.0142333947680637,0.00784798709016042,"5695/5702/5704",3,"Reactome"
"R-HSA-180585...781","MElightcyan","R-HSA-180585","Vif-mediated degradation of APOBEC3G","3/46","50/9232",0.00192632410394847,0.0142333947680637,0.00784798709016042,"5695/5702/5704",3,"Reactome"
"R-HSA-69601...782","MElightcyan","R-HSA-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","3/46","50/9232",0.00192632410394847,0.0142333947680637,0.00784798709016042,"5695/5702/5704",3,"Reactome"
"R-HSA-69610...783","MElightcyan","R-HSA-69610","p53-Independent DNA Damage Response","3/46","50/9232",0.00192632410394847,0.0142333947680637,0.00784798709016042,"5695/5702/5704",3,"Reactome"
"R-HSA-69613...784","MElightcyan","R-HSA-69613","p53-Independent G1/S DNA damage checkpoint","3/46","50/9232",0.00192632410394847,0.0142333947680637,0.00784798709016042,"5695/5702/5704",3,"Reactome"
"R-HSA-75815...785","MElightcyan","R-HSA-75815","Ubiquitin-dependent degradation of Cyclin D","3/46","50/9232",0.00192632410394847,0.0142333947680637,0.00784798709016042,"5695/5702/5704",3,"Reactome"
"R-HSA-169911...786","MElightcyan","R-HSA-169911","Regulation of Apoptosis","3/46","51/9232",0.00203961883051943,0.0145322841674509,0.0080127882627549,"5695/5702/5704",3,"Reactome"
"R-HSA-9762114...787","MElightcyan","R-HSA-9762114","GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","3/46","51/9232",0.00203961883051943,0.0145322841674509,0.0080127882627549,"5695/5702/5704",3,"Reactome"
"R-HSA-8854050...788","MElightcyan","R-HSA-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","3/46","52/9232",0.00215698554790088,0.0147947365710548,0.00815749886123322,"5695/5702/5704",3,"Reactome"
"R-HSA-109606","MElightcyan","R-HSA-109606","Intrinsic Pathway for Apoptosis","3/46","53/9232",0.00227847518674433,0.0147947365710548,0.00815749886123322,"10971/8655/7531",3,"Reactome"
"R-HSA-174113...790","MElightcyan","R-HSA-174113","SCF-beta-TrCP mediated degradation of Emi1","3/46","53/9232",0.00227847518674433,0.0147947365710548,0.00815749886123322,"5695/5702/5704",3,"Reactome"
"R-HSA-4641257...791","MElightcyan","R-HSA-4641257","Degradation of AXIN","3/46","53/9232",0.00227847518674433,0.0147947365710548,0.00815749886123322,"5695/5702/5704",3,"Reactome"
"R-HSA-9604323...792","MElightcyan","R-HSA-9604323","Negative regulation of NOTCH4 signaling","3/46","53/9232",0.00227847518674433,0.0147947365710548,0.00815749886123322,"5695/5702/5704",3,"Reactome"
"R-HSA-5617833","MElightcyan","R-HSA-5617833","Cilium Assembly","5/46","189/9232",0.00236705431268237,0.0147947365710548,0.00815749886123322,"8655/7531/10694/10540/7203",5,"Reactome"
"R-HSA-5362768...794","MElightcyan","R-HSA-5362768","Hh mutants are degraded by ERAD","3/46","54/9232",0.00240413767517191,0.0147947365710548,0.00815749886123322,"5695/5702/5704",3,"Reactome"
"R-HSA-8941858...795","MElightcyan","R-HSA-8941858","Regulation of RUNX3 expression and activity","3/46","54/9232",0.00240413767517191,0.0147947365710548,0.00815749886123322,"5695/5702/5704",3,"Reactome"
"R-HSA-202403...796","MElightcyan","R-HSA-202403","TCR signaling","4/46","114/9232",0.00241375781017127,0.0147947365710548,0.00815749886123322,"5695/7322/5702/5704",4,"Reactome"
"R-HSA-111447","MElightcyan","R-HSA-111447","Activation of BAD and translocation to mitochondria ","2/46","15/9232",0.00244724965836997,0.0147947365710548,0.00815749886123322,"10971/7531",2,"Reactome"
"R-HSA-4641258...798","MElightcyan","R-HSA-4641258","Degradation of DVL","3/46","55/9232",0.00253402194884565,0.0150906680237226,0.00832066908576185,"5695/5702/5704",3,"Reactome"
"R-HSA-69473","MElightcyan","R-HSA-69473","G2/M DNA damage checkpoint","3/46","56/9232",0.00266817596095855,0.015133135542796,0.00834408476043888,"10971/7531/472",3,"Reactome"
"R-HSA-351202...800","MElightcyan","R-HSA-351202","Metabolism of polyamines","3/46","57/9232",0.00280664669214762,0.015133135542796,0.00834408476043888,"5695/5702/5704",3,"Reactome"
"R-HSA-5387390...801","MElightcyan","R-HSA-5387390","Hh mutants abrogate ligand secretion","3/46","57/9232",0.00280664669214762,0.015133135542796,0.00834408476043888,"5695/5702/5704",3,"Reactome"
"R-HSA-5610780...802","MElightcyan","R-HSA-5610780","Degradation of GLI1 by the proteasome","3/46","57/9232",0.00280664669214762,0.015133135542796,0.00834408476043888,"5695/5702/5704",3,"Reactome"
"R-HSA-5610783...803","MElightcyan","R-HSA-5610783","Degradation of GLI2 by the proteasome","3/46","57/9232",0.00280664669214762,0.015133135542796,0.00834408476043888,"5695/5702/5704",3,"Reactome"
"R-HSA-5610785...804","MElightcyan","R-HSA-5610785","GLI3 is processed to GLI3R by the proteasome","3/46","57/9232",0.00280664669214762,0.015133135542796,0.00834408476043888,"5695/5702/5704",3,"Reactome"
"R-HSA-5676590...805","MElightcyan","R-HSA-5676590","NIK-->noncanonical NF-kB signaling","3/46","57/9232",0.00280664669214762,0.015133135542796,0.00834408476043888,"5695/5702/5704",3,"Reactome"
"R-HSA-5607761...806","MElightcyan","R-HSA-5607761","Dectin-1 mediated noncanonical NF-kB signaling","3/46","58/9232",0.00294948016032987,0.015582775827448,0.00859200672190115,"5695/5702/5704",3,"Reactome"
"R-HSA-983168...807","MElightcyan","R-HSA-983168","Antigen processing: Ubiquitination & Proteasome degradation","6/46","290/9232",0.00296814777665676,0.015582775827448,0.00859200672190115,"7328/65264/5695/7322/5702/5704",6,"Reactome"
"R-HSA-187577...808","MElightcyan","R-HSA-187577","SCF(Skp2)-mediated degradation of p27/p21","3/46","59/9232",0.00309672143046125,0.0158409211635133,0.00873434249617277,"5695/5702/5704",3,"Reactome"
"R-HSA-5678895...809","MElightcyan","R-HSA-5678895","Defective CFTR causes cystic fibrosis","3/46","59/9232",0.00309672143046125,0.0158409211635133,0.00873434249617277,"5695/5702/5704",3,"Reactome"
"R-HSA-5358346...810","MElightcyan","R-HSA-5358346","Hedgehog ligand biogenesis","3/46","61/9232",0.00340460292961154,0.017195399606519,0.00948117271537391,"5695/5702/5704",3,"Reactome"
"R-HSA-5676594","MElightcyan","R-HSA-5676594","TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway","2/46","18/9232",0.00353225299619193,0.0173483672633084,0.00956551578428031,"51330/958",2,"Reactome"
"R-HSA-8876725","MElightcyan","R-HSA-8876725","Protein methylation","2/46","18/9232",0.00353225299619193,0.0173483672633084,0.00956551578428031,"1938/1915",2,"Reactome"
"R-HSA-4608870...813","MElightcyan","R-HSA-4608870","Asymmetric localization of PCP proteins","3/46","62/9232",0.00356532861050448,0.0173483672633084,0.00956551578428031,"5695/5702/5704",3,"Reactome"
"R-HSA-174084...814","MElightcyan","R-HSA-174084","Autodegradation of Cdh1 by Cdh1:APC/C","3/46","63/9232",0.00373063301608357,0.0179340069086427,0.00988842486190826,"5695/5702/5704",3,"Reactome"
"R-HSA-2454202...815","MElightcyan","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","4/46","131/9232",0.00398550685737073,0.018931157572511,0.0104382322454948,"5695/7322/5702/5704",4,"Reactome"
"R-HSA-1169091...816","MElightcyan","R-HSA-1169091","Activation of NF-kappaB in B cells","3/46","65/9232",0.00407513888085306,0.0189999549792677,0.010476165652729,"5695/5702/5704",3,"Reactome"
"R-HSA-5621481...817","MElightcyan","R-HSA-5621481","C-type lectin receptors (CLRs)","4/46","132/9232",0.00409522839152135,0.0189999549792677,0.010476165652729,"5695/7322/5702/5704",4,"Reactome"
"R-HSA-174154...818","MElightcyan","R-HSA-174154","APC/C:Cdc20 mediated degradation of Securin","3/46","66/9232",0.00425441854908018,0.0192899204668522,0.0106360463727005,"5695/5702/5704",3,"Reactome"
"R-HSA-5658442...819","MElightcyan","R-HSA-5658442","Regulation of RAS by GAPs","3/46","66/9232",0.00425441854908018,0.0192899204668522,0.0106360463727005,"5695/5702/5704",3,"Reactome"
"R-HSA-6804115","MElightcyan","R-HSA-6804115","TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain","2/46","20/9232",0.00435876851803662,0.0195409959404114,0.0107744839771692,"85456/4869",2,"Reactome"
"R-HSA-8948751...821","MElightcyan","R-HSA-8948751","Regulation of PTEN stability and activity","3/46","67/9232",0.00443843337846591,0.0196337039106689,0.0108256011537523,"5695/5702/5704",3,"Reactome"
"R-HSA-3371453...822","MElightcyan","R-HSA-3371453","Regulation of HSF1-mediated heat shock response","3/46","68/9232",0.00462722028405992,0.0196337039106689,0.0108256011537523,"7531/472/6767",3,"Reactome"
"R-HSA-380259","MElightcyan","R-HSA-380259","Loss of Nlp from mitotic centrosomes","3/46","68/9232",0.00462722028405992,0.0196337039106689,0.0108256011537523,"8655/7531/10540",3,"Reactome"
"R-HSA-380284","MElightcyan","R-HSA-380284","Loss of proteins required for interphase microtubule organization from the centrosome","3/46","68/9232",0.00462722028405992,0.0196337039106689,0.0108256011537523,"8655/7531/10540",3,"Reactome"
