"","column_label","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","source"
"R-HSA-9648025...1421","MEyellow","R-HSA-9648025","EML4 and NUDC in mitotic spindle formation","49/925","108/9834",1.06188993554188e-22,7.85798552300994e-21,5.64149575662499e-21,"10376/10381/10383/10403/1058/1062/1063/11004/11130/147841/220134/22919/2491/332/347733/3619/401541/4085/5347/54821/54908/55055/55143/55839/55920/57405/5905/6396/64105/64946/699/701/7280/79019/79023/79172/79682/79980/81930/83540/84617/84790/8655/91687/9184/9212/9735/9793/991",49,"Reactome"
"R-HSA-174143","MEyellow","R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","43/925","85/9834",2.01552437297487e-22,1.33448929536968e-20,9.58071973414096e-21,"1017/10197/10213/11065/26271/27338/4085/4751/51529/5347/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/6502/6790/701/890/8900/891/9184/9212/9232/983/991",43,"Reactome"
"R-HSA-453276","MEyellow","R-HSA-453276","Regulation of mitotic cell cycle","43/925","85/9834",2.01552437297487e-22,1.33448929536968e-20,9.58071973414096e-21,"1017/10197/10213/11065/26271/27338/4085/4751/51529/5347/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/6502/6790/701/890/8900/891/9184/9212/9232/983/991",43,"Reactome"
"R-HSA-453274...1424","MEyellow","R-HSA-453274","Mitotic G2-G2/M phases","64/925","188/9834",4.53040535994583e-21,2.84962497140593e-19,2.04583568359659e-19,"10121/1017/10197/10213/10376/10381/10383/10540/1063/10733/1871/203068/22919/22974/3161/3320/347733/4605/4751/51400/51512/5347/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/6790/7280/7283/7532/79866/84617/84790/8655/890/8900/891/9088/9133/93323/95681/9793/983/993/994/995",64,"Reactome"
"R-HSA-68867","MEyellow","R-HSA-68867","Assembly of the pre-replicative complex","35/925","62/9834",1.49677794844651e-20,8.96641266259863e-19,6.43727057527372e-19,"10197/10213/1870/1871/23594/4172/4173/4175/4176/51053/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/81620/84515/990",35,"Reactome"
"R-HSA-8852276","MEyellow","R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","38/925","73/9834",1.58100892157157e-20,9.04049646971377e-19,6.49045767803064e-19,"10197/10213/10376/10381/10383/22919/3320/347733/51512/5347/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/7280/84617/84790/891/9133/983",38,"Reactome"
"R-HSA-69275...1427","MEyellow","R-HSA-69275","G2/M Transition","63/925","187/9834",1.73259721571968e-20,9.4711432550288e-19,6.79963259377015e-19,"10121/1017/10197/10213/10376/10381/10383/10540/1063/10733/203068/22919/22974/3161/3320/347733/4605/4751/51400/51512/5347/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/6790/7280/7283/7532/79866/84617/84790/8655/890/8900/891/9088/9133/93323/95681/9793/983/993/994/995",63,"Reactome"
"R-HSA-141424...1428","MEyellow","R-HSA-141424","Amplification of signal from the kinetochores","42/925","89/9834",1.92442971320319e-20,9.4711432550288e-19,6.79963259377015e-19,"10403/1058/1062/1063/11004/11130/147841/220134/22919/2491/332/3619/401541/4085/5347/54821/54908/55055/55143/55839/55920/57405/5905/6396/64105/64946/699/701/79019/79023/79172/79682/79980/81930/83540/8655/91687/9184/9212/9735/9793/991",42,"Reactome"
"R-HSA-141444...1429","MEyellow","R-HSA-141444","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal","42/925","89/9834",1.92442971320319e-20,9.4711432550288e-19,6.79963259377015e-19,"10403/1058/1062/1063/11004/11130/147841/220134/22919/2491/332/3619/401541/4085/5347/54821/54908/55055/55143/55839/55920/57405/5905/6396/64105/64946/699/701/79019/79023/79172/79682/79980/81930/83540/8655/91687/9184/9212/9735/9793/991",42,"Reactome"
"R-HSA-69052","MEyellow","R-HSA-69052","Switching of origins to a post-replicative state","41/925","85/9834",1.95801425827986e-20,9.4711432550288e-19,6.79963259377015e-19,"1017/10197/10213/11065/23594/27338/4172/4173/4175/4176/51529/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/6502/81620/84515/890/8900/898/9134/990",41,"Reactome"
"R-HSA-68949","MEyellow","R-HSA-68949","Orc1 removal from chromatin","36/925","66/9834",2.03275729638933e-20,9.4711432550288e-19,6.79963259377015e-19,"1017/10197/10213/23594/4172/4173/4175/4176/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/6502/81620/84515/890/8900/990",36,"Reactome"
"R-HSA-176814","MEyellow","R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","38/925","74/9834",2.96283227375041e-20,1.33115821442072e-18,9.55680485292427e-19,"10197/10213/11065/27338/4085/4751/51529/5347/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/701/890/8900/891/9184/9232/983/991",38,"Reactome"
"R-HSA-69618...1433","MEyellow","R-HSA-69618","Mitotic Spindle Checkpoint","45/925","105/9834",1.01968106733532e-19,4.42330614726839e-18,3.17563105543995e-18,"10403/1058/1062/1063/11004/11065/11130/147841/220134/22919/2491/27338/332/3619/401541/4085/51529/5347/54821/54908/55055/55143/55839/55920/57405/5905/6396/64105/64946/699/701/79019/79023/79172/79682/79980/81930/83540/8655/91687/9184/9212/9735/9793/991",45,"Reactome"
"R-HSA-195258","MEyellow","R-HSA-195258","RHO GTPase Effectors","73/925","248/9834",1.06713902722996e-19,4.47486965418428e-18,3.21265012408176e-18,"10093/10094/10095/10376/10381/10383/10403/1058/1062/1063/10971/11004/11130/128239/147841/1535/220134/22919/23433/2491/30851/332/347733/3619/389/3984/401541/4085/4637/5216/5217/5347/54821/54908/55055/55143/5578/55839/55920/57405/5879/5905/60/6396/64105/64946/699/701/71/7280/7529/7532/7534/79019/79023/79172/79682/79980/81624/81930/83540/84617/84790/8655/9055/91687/9184/9212/9735/9793/991/9928/995",73,"Reactome"
"R-HSA-176409","MEyellow","R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","37/925","73/9834",1.67701730438888e-19,6.80544441587486e-18,4.88584328409391e-18,"10197/10213/11065/27338/4085/4751/51529/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/701/890/8900/891/9184/9232/983/991",37,"Reactome"
"R-HSA-176408","MEyellow","R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase","38/925","78/9834",3.19463941707601e-19,1.25589262083801e-17,9.01644940740531e-18,"1017/10197/10213/11065/26271/27338/4085/51529/5347/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/701/890/8900/891/9184/983/991",38,"Reactome"
"R-HSA-187577","MEyellow","R-HSA-187577","SCF(Skp2)-mediated degradation of p27/p21","32/925","57/9834",8.47564973480522e-19,3.23102041405605e-17,2.31965150636774e-17,"1017/1019/10197/10213/1163/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/6502/890/8900/898/9134",32,"Reactome"
"R-HSA-179419","MEyellow","R-HSA-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","35/925","71/9834",5.15014688660526e-18,1.90555434804394e-16,1.36805759402703e-16,"10197/10213/11065/27338/4085/4751/51529/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/701/890/8900/9184/983/991",35,"Reactome"
"R-HSA-73886...1439","MEyellow","R-HSA-73886","Chromosome Maintenance","38/925","84/9834",7.95958542006962e-18,2.86090241669931e-16,2.05393211741947e-16,"1017/1058/11339/1736/1763/2237/23649/2491/387103/401541/5111/54069/5424/5436/5439/5441/55355/55505/5557/55839/5982/5983/5984/5985/6119/63922/641/64105/64946/79019/79075/79172/79682/80119/8607/890/8900/91687",38,"Reactome"
"R-HSA-174184","MEyellow","R-HSA-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","34/925","70/9834",2.79124153493939e-17,9.75383847487155e-16,7.00258841221638e-16,"10197/10213/11065/27338/4085/51529/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/701/890/8900/9184/983/991",34,"Reactome"
"R-HSA-69615","MEyellow","R-HSA-69615","G1/S DNA Damage Checkpoints","32/925","64/9834",8.18694727363546e-17,2.78356207303605e-15,1.99840704431841e-15,"1017/10197/10213/1111/11200/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/890/8900/898/9134/993",32,"Reactome"
"R-HSA-69017","MEyellow","R-HSA-69017","CDK-mediated phosphorylation and removal of Cdc6","33/925","70/9834",2.56870324548365e-16,8.50375969162745e-15,6.10511740893344e-15,"1017/10197/10213/11065/27338/51529/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/890/8900/898/9134/990",33,"Reactome"
"R-HSA-68827","MEyellow","R-HSA-68827","CDT1 association with the CDC6:ORC:origin complex","29/925","55/9834",3.645093497906e-16,1.17577631291429e-14,8.44126915304547e-15,"10197/10213/23594/51053/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/81620/84515/990",29,"Reactome"
"R-HSA-174178","MEyellow","R-HSA-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","33/925","71/9834",4.37537708557397e-16,1.37605609341301e-14,9.87914089321702e-15,"10197/10213/11065/27338/51529/5347/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/6502/6790/9212/9232/991",33,"Reactome"
"R-HSA-69190","MEyellow","R-HSA-69190","DNA strand elongation","21/925","29/9834",4.61948152503191e-16,1.41739213621711e-14,1.01759053876184e-14,"1763/2237/23649/4172/4173/4175/4176/5111/51659/5424/5557/5982/5983/5984/5985/6119/64785/8318/84296/84515/9837",21,"Reactome"
"R-HSA-6811434","MEyellow","R-HSA-6811434","COPI-dependent Golgi-to-ER retrograde traffic","37/925","91/9834",1.54644581396467e-15,4.63197341420847e-14,3.32543987063079e-14,"10112/10376/10381/10383/1062/10959/11004/11014/11015/1314/146909/22818/22820/23423/24137/26958/29127/347733/378/3797/381/3832/3833/3835/4905/53407/55738/56992/662/6836/7280/81930/84617/84790/9276/9493/9585",37,"Reactome"
"R-HSA-69601","MEyellow","R-HSA-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","27/925","50/9834",1.74499587404631e-15,4.87823291011167e-14,3.50223733317364e-14,"10197/10213/1111/11200/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/993",27,"Reactome"
"R-HSA-69610","MEyellow","R-HSA-69610","p53-Independent DNA Damage Response","27/925","50/9834",1.74499587404631e-15,4.87823291011167e-14,3.50223733317364e-14,"10197/10213/1111/11200/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/993",27,"Reactome"
"R-HSA-69613","MEyellow","R-HSA-69613","p53-Independent G1/S DNA damage checkpoint","27/925","50/9834",1.74499587404631e-15,4.87823291011167e-14,3.50223733317364e-14,"10197/10213/1111/11200/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/993",27,"Reactome"
"R-HSA-162909","MEyellow","R-HSA-162909","Host Interactions of HIV factors","43/925","120/9834",1.82517572019561e-15,4.99145881740452e-14,3.58352578473189e-14,"10197/10213/1104/1173/1175/160/23165/3159/3836/3837/55706/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/5879/5901/5902/5905/6396/79023/8815/8907/9631/9688",43,"Reactome"
"R-HSA-69563","MEyellow","R-HSA-69563","p53-Dependent G1 DNA Damage Response","30/925","62/9834",2.42086414814302e-15,6.34468145492482e-14,4.55504701558489e-14,"1017/10197/10213/11200/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/890/8900/898/9134",30,"Reactome"
"R-HSA-69580","MEyellow","R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint","30/925","62/9834",2.42086414814302e-15,6.34468145492482e-14,4.55504701558489e-14,"1017/10197/10213/11200/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/890/8900/898/9134",30,"Reactome"
"R-HSA-5693538...1453","MEyellow","R-HSA-5693538","Homology Directed Repair","37/925","94/9834",5.36757252055449e-15,1.37804208793011e-13,9.8933989745129e-14,"1017/10635/10721/11073/1111/116028/142/146956/1763/2237/348654/5111/5424/5427/5531/580/5888/5892/5982/5983/5984/5985/6047/6119/63967/641/672/675/7329/7516/7517/83695/83990/890/8900/8914/9156",37,"Reactome"
"R-HSA-69656","MEyellow","R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","34/925","81/9834",7.02333227154631e-15,1.75379681282567e-13,1.25910607096011e-13,"1017/1019/10197/10213/1163/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/6502/890/8900/898/9134/993/994",34,"Reactome"
"R-HSA-8856688","MEyellow","R-HSA-8856688","Golgi-to-ER retrograde transport","43/925","124/9834",7.10998707902298e-15,1.75379681282567e-13,1.25910607096011e-13,"10112/10121/10376/10381/10383/10540/1062/10959/11004/11014/11015/1314/146909/22818/22820/23423/24137/26958/29127/347733/378/3797/381/3832/3833/3835/4905/5050/53407/55738/56992/662/6836/7280/81930/832/84516/84617/84790/8655/9276/9493/9585",43,"Reactome"
"R-HSA-176187","MEyellow","R-HSA-176187","Activation of ATR in response to replication stress","21/925","32/9834",1.05388071511055e-14,2.54958065309436e-13,1.83042439992884e-13,"1017/10926/1111/23594/4172/4173/4175/4176/55388/5982/5983/5984/5985/6119/63967/8317/8318/84515/990/993/995",21,"Reactome"
"R-HSA-69202","MEyellow","R-HSA-69202","Cyclin E associated events during G1/S transition ","33/925","79/9834",2.08720530067563e-14,4.954158996698e-13,3.55674706649392e-13,"1017/1019/10197/10213/1163/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/6502/890/8900/898/9134/993",33,"Reactome"
"R-HSA-350562","MEyellow","R-HSA-350562","Regulation of ornithine decarboxylase (ODC)","25/925","47/9834",3.1314536070632e-14,7.29512710682501e-13,5.23740193929869e-13,"10197/10213/1728/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719",25,"Reactome"
"R-HSA-9604323","MEyellow","R-HSA-9604323","Negative regulation of NOTCH4 signaling","26/925","52/9834",6.63179268166663e-14,1.51687185337029e-12,1.08901016667368e-12,"10197/10213/10460/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/7534",26,"Reactome"
"R-HSA-450531","MEyellow","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","33/925","82/9834",7.60167906445621e-14,1.70766290412248e-12,1.22598508219989e-12,"10197/10213/1981/1994/23016/3312/54512/5578/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/7529/7534/8570",33,"Reactome"
"R-HSA-4086400","MEyellow","R-HSA-4086400","PCP/CE pathway","34/925","87/9834",8.86846437907628e-14,1.95728564717157e-12,1.40519712599214e-12,"10197/10213/1173/1175/160/2535/5216/5578/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/5879/5881/7474/81029",34,"Reactome"
"R-HSA-174154","MEyellow","R-HSA-174154","APC/C:Cdc20 mediated degradation of Securin","29/925","65/9834",1.01871321613862e-13,2.20955383776274e-12,1.58630842004889e-12,"10197/10213/11065/27338/51529/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/9232/991",29,"Reactome"
"R-HSA-174113","MEyellow","R-HSA-174113","SCF-beta-TrCP mediated degradation of Emi1","26/925","53/9834",1.18703460461741e-13,2.48881588768118e-12,1.78679945747674e-12,"10197/10213/26271/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719/991",26,"Reactome"
"R-HSA-450408","MEyellow","R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","26/925","53/9834",1.18703460461741e-13,2.48881588768118e-12,1.78679945747674e-12,"10197/10213/1981/3312/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719",26,"Reactome"
"R-HSA-73894...1465","MEyellow","R-HSA-73894","DNA Repair","64/925","258/9834",1.74743514388063e-13,3.60372690328169e-12,2.58722925530557e-12,"1017/10459/10635/10721/10980/11073/1111/11200/116028/142/146956/1763/2177/2178/2187/2237/27339/29089/2956/2967/348654/3838/4913/50813/5111/51514/5424/5427/5436/5439/5441/55215/55247/5531/5591/56852/580/5888/5892/5982/5983/5984/5985/60/6047/6119/63967/641/64858/672/675/7329/7415/7516/7517/83695/83990/86/8607/890/8900/8914/9156/9557",64,"Reactome"
"R-HSA-5693567...1466","MEyellow","R-HSA-5693567","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","34/925","89/9834",1.94365135482595e-13,3.94373129737266e-12,2.83132913826938e-12,"1017/10635/11073/1111/116028/146956/1763/348654/5111/5424/5427/5531/580/5888/5892/5982/5983/5984/5985/6047/6119/63967/641/672/675/7329/7516/7517/83695/83990/890/8900/8914/9156",34,"Reactome"
"R-HSA-75815","MEyellow","R-HSA-75815","Ubiquitin-dependent degradation of Cyclin D","25/925","50/9834",2.02351363640969e-13,4.04060342000538e-12,2.90087669179534e-12,"1019/10197/10213/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719",25,"Reactome"
"R-HSA-5693532...1468","MEyellow","R-HSA-5693532","DNA Double-Strand Break Repair","40/925","122/9834",5.17627028382771e-13,1.01746062766488e-11,7.30467089395423e-12,"1017/10635/10721/11073/1111/11200/116028/142/146956/1763/2237/348654/3838/5111/5424/5427/5531/5591/580/5888/5892/5982/5983/5984/5985/6047/6119/63967/641/672/675/7329/7516/7517/83695/83990/890/8900/8914/9156",40,"Reactome"
"R-HSA-1236978","MEyellow","R-HSA-1236978","Cross-presentation of soluble exogenous antigens (endosomes)","24/925","48/9834",6.17393243228529e-13,1.17602737207178e-11,8.44307158595589e-12,"10197/10213/5682/5683/5685/5686/5688/5690/5691/5692/5694/5701/5702/5704/5705/5707/5708/5709/5710/5713/5714/5716/5717/5719",24,"Reactome"
